EmployeeID,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
783,31,Travel_Rarely,2949,Research & Development,14,2,Marketing,1,783,3,Male,211,4,5,Manager,2,Married,135366,3707,6,Y,No,21,1,3,80,4,33,3,2,2,2,2,0,No
784,39,Travel_Frequently,2712,Sales,24,1,Marketing,1,784,1,Female,319,3,1,Manager,3,Married,71686,8286,5,Y,Yes,13,4,1,80,3,32,4,2,11,7,7,11,No
785,28,Non-Travel,2953,Research & Development,7,4,Human Resources,1,785,2,Male,333,2,2,Healthcare Representative,1,Single,30178,7769,2,Y,No,20,2,4,80,0,6,6,3,6,0,6,3,Yes
786,45,Travel_Rarely,1645,Research & Development,20,5,Marketing,1,786,4,Male,247,3,5,Manager,1,Married,41638,9624,0,Y,No,11,2,1,80,3,37,0,2,19,6,18,5,Yes
787,44,Non-Travel,1248,Sales,14,5,Life Sciences,1,787,2,Male,330,4,1,Sales Executive,3,Single,154072,4634,6,Y,Yes,6,4,1,80,2,0,0,4,18,9,18,6,No
788,47,Travel_Rarely,1654,Sales,19,3,Technical Degree,1,788,2,Female,223,1,5,Sales Representative,4,Single,76533,3065,6,Y,No,24,3,3,80,0,10,2,1,5,4,5,4,No
789,38,Travel_Rarely,1738,Research & Development,18,1,Medical,1,789,2,Male,298,2,3,Research Director,2,Divorced,193207,3564,4,Y,No,24,4,1,80,1,27,5,4,3,3,3,3,No
790,47,Travel_Frequently,3566,Research & Development,19,3,Life Sciences,1,790,2,Female,100,4,3,Laboratory Technician,3,Single,154956,15719,7,Y,No,11,4,1,80,1,2,4,4,5,0,5,5,No
791,56,Non-Travel,3538,Human Resources,2,3,Marketing,1,791,3,Male,399,2,2,Human Resources,1,Single,53490,13419,3,Y,Yes,7,2,2,80,0,10,1,3,1,1,0,0,No
792,59,Travel_Rarely,2345,Sales,26,1,Medical,1,792,1,Female,397,3,2,Sales Representative,1,Divorced,100191,8345,3,Y,No,6,2,3,80,1,25,1,2,10,9,6,2,No
793,19,Travel_Rarely,4082,Sales,9,1,Medical,1,793,1,Male,327,3,5,Manager,2,Married,157935,12258,9,Y,No,19,2,1,80,0,9,1,2,1,1,1,0,No
794,37,Travel_Rarely,3625,Sales,3,5,Medical,1,794,1,Female,275,1,5,Sales Representative,1,Single,107437,7924,6,Y,Yes,14,1,2,80,0,30,2,4,18,7,12,4,Yes
795,48,Non-Travel,3872,Human Resources,1,5,Technical Degree,1,795,3,Male,329,2,1,Manager,4,Single,49621,7188,8,Y,No,8,3,2,80,2,3,1,4,10,2,1,1,No
796,39,Travel_Frequently,1430,Research & Development,10,2,Human Resources,1,796,2,Male,364,4,4,Laboratory Technician,3,Divorced,12603,17105,2,Y,No,8,4,2,80,2,16,6,2,11,2,2,1,Yes
797,34,Travel_Frequently,2978,Research & Development,16,1,Technical Degree,1,797,2,Female,295,2,2,Laboratory Technician,1,Single,193608,7575,9,Y,No,18,4,3,80,0,22,6,1,10,9,0,2,No
798,60,Travel_Frequently,1703,Research & Development,25,3,Human Resources,1,798,3,Female,344,2,4,Research Director,3,Single,123584,2589,8,Y,Yes,8,4,4,80,1,37,6,2,9,2,5,4,No
799,41,Non-Travel,4092,Human Resources,4,5,Medical,1,799,2,Female,307,2,3,Manager,2,Married,163512,7639,8,Y,No,13,2,3,80,1,0,0,2,2,0,0,0,No
800,36,Travel_Frequently,2816,Human Resources,2,2,Technical Degree,1,800,1,Female,100,3,3,Human Resources,1,Single,160312,13839,6,Y,Yes,6,2,1,80,3,18,5,4,18,1,0,7,No
801,23,Travel_Rarely,1383,Research & Development,3,5,Medical,1,801,2,Female,102,1,4,Research Scientist,2,Single,67568,19330,2,Y,Yes,14,4,1,80,2,25,2,2,4,3,0,3,Yes
802,48,Travel_Rarely,1934,Research & Development,15,2,Medical,1,802,3,Female,316,1,4,Research Scientist,2,Married,44026,6804,3,Y,No,21,1,2,80,1,26,0,1,13,0,10,12,Yes
803,23,Travel_Rarely,1476,Research & Development,24,2,Technical Degree,1,803,1,Male,337,4,4,Healthcare Representative,2,Divorced,88556,13862,7,Y,Yes,13,1,4,80,1,16,4,4,3,2,1,0,No
804,22,Travel_Rarely,3538,Research & Development,20,5,Medical,1,804,4,Male,253,2,1,Manager,1,Single,95929,11405,8,Y,No,7,4,3,80,2,17,0,1,3,3,1,1,No
805,39,Travel_Rarely,4165,Sales,18,3,Human Resources,1,805,4,Male,293,2,4,Sales Representative,3,Divorced,141329,3358,4,Y,No,22,4,2,80,1,33,3,1,6,5,5,2,Yes
806,18,Travel_Rarely,1714,Sales,3,4,Human Resources,1,806,3,Female,220,3,5,Sales Executive,3,Divorced,69542,2524,0,Y,No,18,2,4,80,4,4,2,4,0,1,0,1,No
807,24,Travel_Rarely,3980,Research & Development,13,1,Other,1,807,3,Female,279,4,3,Manager,3,Married,68229,17314,2,Y,No,21,4,2,80,3,35,6,2,2,0,1,2,No
808,23,Travel_Frequently,1683,Sales,19,1,Life Sciences,1,808,1,Female,271,1,4,Manager,1,Divorced,107718,14617,0,Y,No,9,2,3,80,3,27,0,2,4,2,0,1,No
809,35,Travel_Rarely,3727,Research & Development,7,1,Technical Degree,1,809,1,Female,161,2,2,Manager,2,Divorced,165225,8009,6,Y,No,13,4,3,80,0,39,0,4,13,12,8,7,No
810,45,Non-Travel,3345,Research & Development,14,2,Marketing,1,810,1,Male,363,4,4,Research Director,3,Single,67155,12319,5,Y,No,0,3,2,80,1,7,5,4,10,7,0,4,No
811,45,Non-Travel,4436,Research & Development,2,1,Technical Degree,1,811,1,Male,395,1,4,Research Director,4,Single,152885,7810,8,Y,No,19,1,2,80,3,7,4,4,2,0,1,2,No
812,32,Non-Travel,2659,Research & Development,19,3,Medical,1,812,4,Male,205,2,1,Laboratory Technician,1,Divorced,33707,9779,5,Y,No,9,1,1,80,2,22,6,3,7,6,7,0,No
813,22,Travel_Frequently,3172,Human Resources,6,3,Medical,1,813,2,Female,225,1,2,Human Resources,4,Divorced,99123,4468,7,Y,No,23,1,4,80,3,32,6,1,4,0,3,3,No
814,60,Travel_Rarely,4614,Human Resources,25,5,Human Resources,1,814,1,Male,361,1,3,Manager,1,Single,187681,8544,7,Y,Yes,24,1,1,80,3,3,4,4,7,2,6,4,No
815,31,Non-Travel,3165,Sales,6,5,Technical Degree,1,815,1,Male,251,3,5,Sales Executive,1,Married,144526,2989,0,Y,No,14,2,3,80,4,11,5,4,0,1,1,0,Yes
816,18,Travel_Rarely,2605,Sales,5,1,Other,1,816,1,Male,371,2,1,Manager,4,Single,165277,5933,7,Y,No,1,2,4,80,1,16,2,2,0,1,0,1,No
817,58,Non-Travel,4013,Research & Development,24,3,Human Resources,1,817,4,Male,252,2,3,Manager,3,Single,58203,15363,9,Y,No,0,1,2,80,1,29,2,1,20,7,0,5,Yes
818,54,Travel_Rarely,1003,Research & Development,5,3,Medical,1,818,2,Female,262,2,3,Healthcare Representative,1,Single,116186,13532,5,Y,No,7,4,3,80,4,5,5,4,14,8,13,7,No
819,19,Travel_Frequently,3334,Research & Development,15,4,Medical,1,819,2,Female,241,4,4,Healthcare Representative,3,Single,114885,8474,2,Y,No,7,4,1,80,3,25,6,1,0,1,1,1,No
820,41,Travel_Rarely,1761,Research & Development,20,5,Technical Degree,1,820,2,Male,184,4,5,Laboratory Technician,4,Divorced,91372,6220,0,Y,No,12,4,4,80,0,29,4,2,18,18,13,5,No
821,42,Travel_Frequently,4009,Sales,16,4,Other,1,821,2,Female,353,4,5,Sales Representative,2,Single,164667,14195,6,Y,No,0,3,1,80,1,16,4,2,19,5,1,16,No
822,56,Travel_Rarely,1040,Human Resources,1,1,Life Sciences,1,822,1,Female,252,1,4,Manager,2,Married,35072,6810,9,Y,No,23,1,3,80,1,2,6,2,7,4,1,3,No
823,31,Travel_Frequently,3212,Research & Development,14,3,Human Resources,1,823,4,Female,252,2,2,Research Scientist,2,Married,160709,2372,5,Y,No,19,2,1,80,4,11,1,2,8,5,3,0,Yes
824,45,Travel_Frequently,4850,Research & Development,27,5,Life Sciences,1,824,3,Female,305,2,1,Manager,1,Single,169549,17527,5,Y,No,7,1,4,80,4,26,3,4,13,1,8,6,Yes
825,27,Non-Travel,2302,Research & Development,8,1,Human Resources,1,825,4,Male,346,3,4,Manager,3,Single,11763,2417,0,Y,No,15,4,4,80,1,10,0,3,4,3,2,0,Yes
826,54,Non-Travel,1860,Sales,15,1,Medical,1,826,1,Female,194,3,3,Sales Executive,3,Married,21793,16698,4,Y,Yes,17,1,3,80,3,27,0,2,5,3,5,4,No
827,32,Travel_Frequently,1292,Research & Development,26,4,Human Resources,1,827,4,Male,385,3,1,Laboratory Technician,1,Married,27219,9828,2,Y,No,17,3,1,80,2,22,3,4,5,1,2,0,No
828,53,Travel_Rarely,2067,Research & Development,9,5,Technical Degree,1,828,1,Female,227,1,4,Research Scientist,3,Single,143400,18118,7,Y,Yes,0,1,3,80,0,37,1,1,11,0,11,4,No
829,25,Travel_Frequently,1098,Research & Development,22,2,Other,1,829,2,Female,301,2,1,Healthcare Representative,2,Single,14816,18834,5,Y,No,17,4,3,80,0,28,4,2,4,4,0,1,Yes
830,56,Non-Travel,4551,Research & Development,7,2,Marketing,1,830,3,Female,167,2,1,Laboratory Technician,4,Single,33735,17349,4,Y,No,8,1,1,80,3,31,0,4,10,8,9,8,No
831,56,Non-Travel,1376,Research & Development,7,2,Technical Degree,1,831,1,Female,151,1,3,Research Scientist,1,Divorced,20754,11033,8,Y,No,10,1,3,80,1,25,1,3,5,1,5,0,No
832,43,Travel_Frequently,4706,Sales,16,1,Technical Degree,1,832,2,Female,239,3,3,Manager,2,Married,87402,17736,0,Y,No,17,2,2,80,0,28,6,1,1,0,1,1,No
833,54,Non-Travel,4574,Research & Development,14,2,Medical,1,833,4,Female,395,4,1,Research Director,4,Married,73931,9605,0,Y,No,4,4,1,80,4,19,0,4,10,2,5,7,No
834,18,Non-Travel,2622,Research & Development,13,2,Technical Degree,1,834,3,Male,289,1,2,Manager,1,Divorced,111780,19396,1,Y,No,20,4,3,80,0,39,4,1,0,0,0,0,Yes
835,25,Non-Travel,3491,Research & Development,9,3,Medical,1,835,1,Male,335,3,5,Research Director,2,Married,25388,14014,3,Y,No,3,2,4,80,0,3,4,2,2,2,2,1,No
836,40,Travel_Rarely,4060,Sales,18,5,Marketing,1,836,3,Female,268,2,5,Sales Representative,3,Single,87404,6074,8,Y,No,0,1,4,80,2,40,2,2,15,6,9,9,Yes
837,43,Travel_Rarely,1214,Research & Development,11,4,Technical Degree,1,837,2,Male,220,4,1,Manager,3,Married,54007,6572,4,Y,No,17,4,1,80,3,0,2,1,5,3,5,1,No
838,19,Travel_Rarely,4911,Research & Development,7,1,Life Sciences,1,838,3,Female,217,1,4,Manager,1,Married,61574,5076,5,Y,No,13,1,3,80,4,28,4,3,0,0,1,0,Yes
839,22,Travel_Rarely,4967,Sales,9,3,Medical,1,839,4,Male,263,4,5,Sales Representative,3,Single,74302,12463,7,Y,No,3,1,4,80,3,19,6,3,1,1,0,1,Yes
840,53,Non-Travel,2532,Research & Development,22,4,Life Sciences,1,840,3,Male,224,4,4,Research Scientist,4,Divorced,61067,4906,8,Y,No,8,2,1,80,0,36,1,4,7,2,0,5,No
841,31,Travel_Rarely,2184,Research & Development,9,1,Medical,1,841,2,Male,264,2,2,Laboratory Technician,4,Married,47658,17079,6,Y,No,19,2,3,80,1,28,3,2,3,1,1,1,No
842,59,Non-Travel,1267,Research & Development,14,5,Medical,1,842,1,Male,189,3,3,Healthcare Representative,2,Single,22251,8960,4,Y,Yes,15,1,2,80,4,0,6,1,4,3,2,2,Yes
843,35,Travel_Frequently,3495,Research & Development,20,1,Medical,1,843,4,Male,163,1,1,Healthcare Representative,1,Divorced,43249,14889,4,Y,No,7,2,2,80,1,27,5,3,10,2,2,7,No
844,31,Travel_Frequently,2958,Research & Development,1,4,Life Sciences,1,844,4,Male,385,3,1,Manager,1,Single,29774,14401,0,Y,No,10,3,2,80,4,32,6,4,3,2,1,2,No
845,58,Travel_Frequently,3654,Sales,28,4,Technical Degree,1,845,2,Female,359,2,4,Sales Executive,1,Married,195613,15770,2,Y,No,11,1,4,80,1,0,6,4,15,1,7,12,No
846,60,Travel_Rarely,3349,Sales,15,3,Marketing,1,846,3,Female,400,2,1,Manager,4,Divorced,176276,9129,9,Y,No,22,4,3,80,4,4,2,4,11,9,11,8,No
847,57,Travel_Rarely,2214,Research & Development,7,2,Medical,1,847,2,Male,231,4,1,Research Director,3,Single,92203,5304,2,Y,Yes,22,1,1,80,2,39,2,2,10,8,5,3,No
848,22,Travel_Frequently,3880,Sales,10,4,Marketing,1,848,2,Male,182,3,4,Sales Executive,2,Divorced,189583,17109,8,Y,No,22,4,1,80,4,32,4,2,1,0,0,0,No
849,59,Travel_Rarely,3857,Research & Development,3,2,Human Resources,1,849,1,Female,394,3,4,Research Director,3,Married,25154,17320,9,Y,No,19,3,4,80,0,20,4,4,15,13,14,8,No
850,30,Non-Travel,1207,Research & Development,27,5,Life Sciences,1,850,4,Male,313,1,4,Manager,1,Married,151971,6338,0,Y,Yes,3,4,3,80,2,20,5,2,10,7,10,8,Yes
851,39,Travel_Rarely,4639,Research & Development,16,3,Life Sciences,1,851,3,Male,230,4,4,Healthcare Representative,4,Married,184459,2187,0,Y,No,1,4,4,80,2,33,6,3,15,13,4,9,No
852,22,Travel_Rarely,4529,Research & Development,10,3,Life Sciences,1,852,1,Female,251,1,2,Healthcare Representative,3,Single,110300,8605,8,Y,No,13,4,1,80,4,14,6,2,3,2,3,0,No
853,19,Travel_Frequently,3633,Research & Development,14,1,Medical,1,853,3,Male,270,1,5,Manager,3,Divorced,117009,19520,3,Y,Yes,0,3,1,80,1,17,5,2,0,0,1,0,No
854,56,Travel_Frequently,2100,Research & Development,4,2,Marketing,1,854,3,Female,238,1,3,Manager,2,Married,160957,3384,7,Y,No,6,3,4,80,3,19,4,3,15,0,10,15,No
855,54,Travel_Rarely,1004,Research & Development,6,5,Marketing,1,855,1,Female,175,1,2,Laboratory Technician,3,Single,187427,13592,8,Y,Yes,19,2,3,80,4,17,4,2,8,0,7,3,No
856,20,Travel_Rarely,2885,Research & Development,12,5,Marketing,1,856,4,Male,258,1,5,Laboratory Technician,4,Married,35262,10759,8,Y,No,23,2,2,80,0,32,4,4,0,0,1,1,No
857,24,Travel_Frequently,2476,Research & Development,24,5,Technical Degree,1,857,2,Female,184,4,4,Healthcare Representative,2,Married,120175,11585,8,Y,Yes,6,1,4,80,1,0,3,4,4,3,1,4,Yes
858,23,Non-Travel,4630,Sales,13,3,Marketing,1,858,4,Female,312,1,4,Manager,1,Single,34188,9719,2,Y,No,14,2,2,80,3,7,3,2,2,2,2,2,No
859,28,Travel_Rarely,4575,Sales,26,5,Human Resources,1,859,1,Female,128,3,4,Sales Executive,1,Married,133607,12582,4,Y,No,2,4,4,80,3,20,2,4,3,1,0,0,No
860,47,Travel_Frequently,3379,Research & Development,10,3,Other,1,860,3,Female,185,4,5,Laboratory Technician,1,Single,27382,18565,4,Y,No,17,4,4,80,1,33,0,4,16,4,0,15,No
861,33,Travel_Frequently,4598,Research & Development,26,5,Life Sciences,1,861,1,Male,390,4,1,Laboratory Technician,1,Divorced,188587,6384,0,Y,Yes,20,4,1,80,3,24,5,3,12,12,9,0,No
862,47,Non-Travel,1917,Research & Development,9,5,Human Resources,1,862,2,Female,255,4,1,Research Scientist,2,Single,44591,12360,0,Y,Yes,13,4,3,80,3,32,4,4,18,13,16,7,No
863,39,Non-Travel,4440,Human Resources,26,2,Life Sciences,1,863,4,Female,268,3,1,Human Resources,4,Divorced,191014,12429,7,Y,No,21,1,3,80,1,5,4,2,11,7,9,9,No
864,51,Travel_Frequently,3201,Research & Development,7,1,Life Sciences,1,864,1,Female,132,3,4,Laboratory Technician,3,Single,196360,5355,2,Y,No,7,3,1,80,1,25,4,3,8,7,1,5,No
865,52,Non-Travel,1950,Research & Development,21,3,Human Resources,1,865,4,Female,282,4,5,Manager,4,Married,29568,10631,6,Y,No,15,3,1,80,1,27,5,4,19,13,9,0,No
866,26,Travel_Rarely,2499,Sales,15,2,Other,1,866,2,Male,324,2,1,Sales Executive,4,Divorced,135767,14894,8,Y,Yes,24,2,1,80,1,36,6,1,5,0,2,4,Yes
867,59,Travel_Frequently,2527,Research & Development,3,5,Marketing,1,867,1,Female,375,2,5,Healthcare Representative,3,Married,69446,14748,0,Y,Yes,14,2,3,80,2,24,6,4,5,3,5,2,No
868,40,Travel_Frequently,1470,Research & Development,14,1,Technical Degree,1,868,1,Male,272,1,2,Research Scientist,3,Single,160025,4520,8,Y,No,21,1,4,80,4,35,0,4,20,20,9,3,No
869,35,Travel_Rarely,2178,Sales,1,2,Other,1,869,3,Male,374,4,3,Sales Representative,1,Divorced,111345,9909,3,Y,No,24,1,2,80,3,40,2,2,15,0,12,5,No
870,44,Non-Travel,1006,Sales,5,3,Human Resources,1,870,4,Female,223,3,2,Sales Executive,4,Single,128599,6404,2,Y,No,4,2,3,80,4,37,4,4,12,0,1,3,No
871,53,Travel_Frequently,1295,Research & Development,11,2,Human Resources,1,871,1,Female,241,4,1,Manager,1,Married,120356,11626,0,Y,No,19,2,2,80,1,22,0,4,7,7,4,6,No
872,37,Non-Travel,2554,Human Resources,7,1,Other,1,872,4,Female,295,3,3,Manager,1,Divorced,108800,7175,2,Y,No,15,4,4,80,2,5,2,2,4,4,0,0,No
873,38,Non-Travel,4406,Sales,26,3,Marketing,1,873,3,Female,381,4,4,Manager,3,Single,56897,7916,8,Y,No,17,2,1,80,2,30,6,1,0,0,0,0,No
874,35,Non-Travel,1468,Sales,9,5,Technical Degree,1,874,3,Female,262,2,1,Sales Representative,4,Single,192388,2264,4,Y,Yes,0,3,3,80,1,28,3,2,12,10,6,6,Yes
875,21,Non-Travel,3385,Sales,3,3,Life Sciences,1,875,4,Male,228,2,4,Sales Executive,1,Married,141608,19526,6,Y,Yes,5,1,1,80,3,35,0,2,2,2,1,0,Yes
876,43,Non-Travel,2665,Sales,21,5,Human Resources,1,876,2,Male,173,4,5,Manager,3,Divorced,147495,8485,3,Y,No,25,1,3,80,2,11,5,3,20,6,0,12,No
877,30,Non-Travel,3765,Sales,11,2,Medical,1,877,3,Female,148,1,3,Sales Executive,4,Single,58501,2894,6,Y,No,13,4,1,80,0,20,0,3,0,1,1,0,No
878,45,Travel_Rarely,1153,Sales,2,3,Medical,1,878,2,Male,194,2,1,Sales Representative,2,Married,63950,14379,2,Y,No,20,1,1,80,4,2,6,2,7,1,1,3,No
879,31,Travel_Rarely,4913,Sales,4,2,Medical,1,879,2,Male,230,3,4,Sales Representative,2,Divorced,160962,11283,5,Y,Yes,4,2,3,80,1,32,3,3,3,2,2,3,Yes
880,29,Non-Travel,3988,Research & Development,26,5,Marketing,1,880,2,Male,323,4,4,Research Scientist,4,Divorced,163000,9946,4,Y,No,21,3,2,80,4,30,6,3,4,1,2,3,No
881,39,Non-Travel,2095,Research & Development,16,4,Medical,1,881,3,Female,226,1,5,Research Scientist,4,Married,110571,15647,4,Y,No,3,3,4,80,2,14,1,3,5,3,4,5,No
882,46,Travel_Frequently,3862,Research & Development,23,4,Medical,1,882,2,Female,227,2,3,Healthcare Representative,3,Single,113234,14722,7,Y,No,18,2,3,80,0,21,3,3,8,1,2,7,No
883,30,Travel_Frequently,2173,Research & Development,14,5,Marketing,1,883,3,Female,226,1,4,Manager,2,Single,173917,14887,8,Y,No,4,3,4,80,4,40,1,3,11,9,9,8,No
884,44,Travel_Frequently,3686,Research & Development,7,4,Life Sciences,1,884,1,Male,225,1,4,Research Scientist,1,Single,102926,17531,2,Y,No,12,1,4,80,1,0,0,4,3,2,3,3,No
885,53,Travel_Rarely,2631,Human Resources,26,2,Other,1,885,1,Female,326,4,2,Human Resources,2,Married,111344,11108,2,Y,No,23,2,4,80,2,22,6,2,4,3,1,1,No
886,26,Travel_Rarely,3877,Research & Development,13,3,Other,1,886,1,Female,145,4,4,Manager,3,Divorced,12974,2838,6,Y,Yes,21,2,2,80,2,14,4,1,4,0,0,0,Yes
887,28,Non-Travel,4118,Human Resources,25,1,Medical,1,887,2,Male,218,3,3,Human Resources,4,Single,159741,17605,6,Y,Yes,15,2,3,80,4,6,2,3,5,0,4,4,No
888,23,Travel_Rarely,4722,Research & Development,18,1,Life Sciences,1,888,4,Female,105,3,5,Healthcare Representative,4,Divorced,26272,4720,0,Y,No,1,3,2,80,0,9,4,2,5,4,3,3,Yes
889,52,Non-Travel,2056,Human Resources,17,3,Marketing,1,889,2,Female,179,1,2,Manager,1,Married,28967,8471,1,Y,No,13,1,4,80,4,6,3,3,1,0,0,1,Yes
890,48,Travel_Frequently,1400,Sales,19,3,Life Sciences,1,890,1,Male,255,4,1,Sales Representative,4,Single,193996,19064,8,Y,No,25,1,3,80,0,7,1,2,3,3,2,2,No
891,22,Travel_Rarely,1768,Sales,20,1,Medical,1,891,3,Male,119,4,3,Sales Representative,4,Divorced,65869,5643,6,Y,No,3,3,2,80,1,9,0,4,4,2,2,0,No
892,23,Travel_Rarely,3244,Sales,9,3,Marketing,1,892,4,Male,265,2,4,Sales Executive,4,Divorced,67093,12219,1,Y,No,0,2,3,80,2,31,5,2,2,0,2,1,No
893,57,Travel_Frequently,3335,Research & Development,20,2,Life Sciences,1,893,4,Male,289,1,5,Research Director,3,Divorced,146471,13165,6,Y,No,14,3,4,80,1,23,2,4,8,8,4,2,No
894,46,Travel_Frequently,2481,Research & Development,13,3,Life Sciences,1,894,4,Female,295,1,4,Laboratory Technician,2,Single,199899,3403,1,Y,Yes,9,3,1,80,1,0,6,4,20,12,16,20,Yes
895,29,Travel_Frequently,4328,Human Resources,14,4,Other,1,895,1,Male,239,1,4,Manager,4,Single,20623,19573,2,Y,No,0,4,4,80,1,12,4,1,4,0,0,2,Yes
896,26,Travel_Frequently,2137,Research & Development,16,3,Medical,1,896,2,Male,283,3,1,Laboratory Technician,2,Single,47440,10943,1,Y,No,1,3,4,80,4,7,1,2,3,2,0,0,No
897,60,Travel_Frequently,3425,Human Resources,5,1,Technical Degree,1,897,2,Female,160,3,4,Manager,4,Divorced,92422,3341,9,Y,Yes,24,4,2,80,0,8,4,2,0,0,0,0,No
898,57,Non-Travel,4222,Research & Development,25,5,Life Sciences,1,898,3,Female,247,4,5,Research Scientist,2,Married,196723,16881,4,Y,No,23,2,1,80,1,5,5,1,9,8,8,9,No
899,32,Non-Travel,3734,Sales,5,1,Medical,1,899,2,Female,228,2,4,Sales Representative,1,Divorced,100270,2450,5,Y,No,10,3,3,80,3,23,4,4,12,9,4,11,No
900,35,Non-Travel,3824,Research & Development,10,3,Medical,1,900,4,Female,107,4,1,Research Director,1,Divorced,160972,3588,6,Y,No,10,4,4,80,1,14,3,4,5,2,2,3,No
901,43,Non-Travel,2224,Research & Development,19,5,Life Sciences,1,901,2,Male,283,2,1,Research Scientist,1,Divorced,47722,11186,3,Y,No,15,4,2,80,4,25,2,4,10,4,4,7,No
902,29,Non-Travel,1870,Research & Development,10,5,Life Sciences,1,902,2,Male,240,1,4,Manager,2,Divorced,12398,6129,4,Y,No,3,3,3,80,1,25,4,2,5,0,2,4,No
903,36,Non-Travel,2511,Research & Development,15,1,Medical,1,903,4,Male,213,2,5,Manager,4,Married,17548,11539,5,Y,No,5,2,1,80,2,40,4,1,18,4,16,12,Yes
904,19,Travel_Rarely,2210,Sales,6,5,Medical,1,904,1,Male,113,3,1,Sales Representative,2,Married,168623,17204,8,Y,No,24,2,1,80,2,15,4,4,0,0,1,1,Yes
905,18,Non-Travel,3401,Research & Development,6,5,Life Sciences,1,905,1,Female,372,3,1,Manager,3,Single,68010,6955,0,Y,No,13,1,1,80,0,36,1,2,0,0,0,1,Yes
906,56,Travel_Frequently,3654,Research & Development,11,4,Life Sciences,1,906,1,Female,174,2,3,Manager,1,Married,32217,11200,7,Y,No,2,3,3,80,4,19,0,1,15,14,4,7,Yes
907,31,Travel_Frequently,4147,Sales,3,3,Marketing,1,907,4,Female,248,4,3,Sales Representative,4,Single,71428,16546,0,Y,Yes,25,1,3,80,2,12,5,4,2,2,2,0,No
908,49,Travel_Rarely,3654,Human Resources,29,4,Life Sciences,1,908,1,Male,113,2,5,Manager,3,Single,120289,12523,7,Y,No,17,1,4,80,0,39,0,3,13,2,2,3,No
909,43,Travel_Rarely,3591,Sales,14,2,Marketing,1,909,1,Male,169,2,2,Sales Executive,4,Divorced,174118,17934,1,Y,No,17,3,2,80,0,8,3,4,15,9,11,13,No
910,23,Travel_Frequently,2002,Sales,15,3,Medical,1,910,2,Male,224,1,2,Sales Representative,3,Single,84990,10508,6,Y,No,11,4,4,80,4,13,1,1,0,1,1,0,Yes
911,30,Travel_Frequently,1571,Research & Development,2,1,Life Sciences,1,911,1,Female,115,4,3,Research Director,3,Single,189047,16023,6,Y,No,9,2,4,80,3,14,6,3,12,5,1,12,No
912,35,Travel_Rarely,4810,Sales,25,4,Other,1,912,4,Female,310,3,5,Sales Executive,2,Married,100551,18754,4,Y,Yes,18,4,2,80,1,17,6,3,10,9,4,5,No
913,37,Travel_Rarely,2339,Research & Development,13,5,Marketing,1,913,4,Male,173,1,4,Research Scientist,1,Single,173964,16657,6,Y,Yes,22,4,2,80,4,14,5,2,13,5,11,0,No
914,31,Travel_Rarely,2790,Research & Development,28,3,Life Sciences,1,914,1,Male,175,2,3,Research Director,2,Married,189520,17121,8,Y,No,22,1,3,80,2,31,5,2,4,4,3,1,No
915,36,Travel_Frequently,3787,Research & Development,27,2,Medical,1,915,2,Male,327,2,1,Research Director,2,Divorced,130312,10838,5,Y,Yes,2,4,4,80,3,28,0,1,1,1,0,1,Yes
916,51,Non-Travel,4650,Research & Development,29,5,Marketing,1,916,2,Female,164,4,3,Laboratory Technician,1,Divorced,62549,8669,3,Y,Yes,24,2,4,80,3,36,3,2,13,0,12,8,Yes
917,52,Travel_Rarely,3621,Sales,22,3,Other,1,917,2,Female,322,2,1,Manager,1,Divorced,116291,14139,6,Y,No,8,1,1,80,1,9,2,4,19,19,11,2,Yes
918,41,Travel_Rarely,2603,Human Resources,4,4,Marketing,1,918,1,Male,376,1,2,Human Resources,1,Divorced,181202,18697,9,Y,No,20,1,3,80,2,40,0,1,1,0,1,0,No
919,40,Non-Travel,3139,Sales,21,1,Marketing,1,919,1,Male,344,3,4,Sales Executive,3,Married,110915,13542,8,Y,No,1,2,1,80,4,40,0,2,12,1,6,8,No
920,36,Travel_Frequently,1152,Human Resources,5,4,Human Resources,1,920,3,Male,307,2,4,Manager,4,Divorced,38833,5369,6,Y,No,2,1,3,80,4,24,3,1,14,12,8,6,Yes
921,54,Travel_Rarely,4562,Sales,2,3,Life Sciences,1,921,2,Female,374,2,3,Manager,2,Single,111025,10374,5,Y,No,20,1,3,80,3,20,3,2,15,4,11,7,No
922,33,Travel_Frequently,2974,Research & Development,11,5,Life Sciences,1,922,2,Male,269,3,4,Laboratory Technician,4,Married,84000,19958,7,Y,Yes,19,2,1,80,1,0,1,1,5,4,2,1,No
923,29,Travel_Rarely,4321,Sales,24,1,Medical,1,923,3,Female,164,3,3,Sales Representative,2,Married,110728,5489,3,Y,No,0,4,2,80,0,34,4,3,7,7,2,0,Yes
